speaker,text,target,sentiment,category,summary
남희두,"네, 어제 안 봤는데 아, 네. 네, 처음 오시는 거세요? 네, 맞아요. 아, 그래요? 오늘부터 아 진짜요? 그럼 제가 처음..",,neutral,social_interaction,새로운 출연자에게 처음 왔는지 확인하며 대화를 시작하는 발화
박원빈,"네, 완전.",,neutral,response,상대방의 말에 동의하는 긍정적인 반응
남희두,"오, 갑자기 놀라시겠다.",,neutral,general,상대방의 놀람을 예상하는 발언
박원빈,안 놀라셨어요?,,neutral,question,상대방의 놀람 여부를 묻는 질문
남희두,저도 놀랐어요.,,neutral,response,"화자는 놀랐다는 감정을 표현했지만, 구체적인 대상이나 상황에 대한 정보는 없습니다."
남희두,그게 없어서 성부가 키 되게 크시네요.,성해은,neutral,observation,성해은의 아버지 키가 크다는 관찰 발언
박원빈,키 되게 크신데요?,,positive,compliment,상대방의 키가 큰 것에 대한 칭찬 발언
남희두,"네, 저 커요. 71입니다.",남희두,neutral,self_introduction,남희두가 자신의 키가 171cm임을 밝히는 발언.
남희두,오늘 처음 뵙는 분이 나타나셨구나.,,neutral,general,새로운 출연자의 등장에 대한 언급
박원빈,어떻게 알고 오신 거예요?,,neutral,question,상대방에게 온 경로를 묻는 질문
남희두,저 아무 정보가 없었어요 감사합니다.,,positive,gratitude,화자는 정보 제공에 대한 감사를 표하고 있다.
박원빈,약간 어색하네요. 그래도.,,neutral,none,어색함을 표현하는 발언
남희두,규민이가 아니라면 다른 입주자분들 중에 한 분이실 거라고 생각했는데 전혀 새로운 분이셔서 그것도 놀랐고 진짜 뭔가 혜은 씨한테 되게 선물 같은 시간이 됐으면 좋겠어요.,성해은,positive,관계에 대한 긍정적 평가,새로운 출연자가 성해은에게 선물 같은 시간이 되기를 바라는 긍정적 발언.
박원빈,진짜. 여기를 잡아요. 여기 옷을 세게 스피드 해볼까요?,,neutral,unclassified,상황에 대한 묘사로 감정이나 특정 인물에 대한 언급이 없어 분류하기 어렵습니다.
남희두,재밌죠?,,positive,general,상대방의 흥미를 묻는 발화
박원빈,근데 넘어지면 진짜 아파요.,,negative,emotion_expression,넘어지면 아프다는 부정적인 감정을 표현함
남희두,아 진짜요?,,neutral,response,"상대방의 말에 대한 단순한 반응으로, 특별한 감정이나 의도를 드러내지 않음"
박원빈,넘어지면 진짜 아플걸? 오!,,neutral,no emotion,"넘어질 것을 걱정하는 발언이지만, 감정적인 표현은 없습니다."
남희두,스케이트 강사 같아!,,positive,compliment,남희두가 누군가에게 스케이트 강사 같다고 칭찬하는 발언.
박원빈,되게 민망하다 이거.,박원빈,negative,self,자신의 민망한 감정을 표현하는 발언
남희두,뒤를 돌다니.,,neutral,none,남희두의 중립적인 발언
남희두,"오 재밌다 같이 스피드 내봐요 어때요, 저?",,positive,initiative,"""재밌다""라고 표현하며 긍정적인 감정을 드러내고, ""같이 스피드 내봐요""라고 제안하며 대화를 주도하려는 적극적인 발화로 볼 수 있음."
박원빈,오!,,neutral,reaction,감탄사
남희두,너무 잘 탄 거 아닌가? 오 진짜 가는 거야?,,neutral,observation,남희두가 누군가의 태닝 정도를 평가하며 놀라움을 표현하는 발언.
박원빈,진짜 빨리 간다. 갈게요.,,neutral,general,마무리 인사
남희두,아니 잠깐만!,,neutral,uncategorized,대화 중단 또는 주의를 끄는 발언
남희두,이거라서 간다고?,,neutral,question,상대방의 행동 이유를 묻는 질문
박원빈,진짜 빨리 간다? 뒤돌아서 간다고요?,,neutral,observation,상황에 대한 단순한 관찰 발언
남희두,빨리 갈게요.,,neutral,response,상대방에게 빨리 가겠다는 의사를 전달하는 발언
남희두,오예! 슛!,남희두,positive,sports,"농구 슛을 성공했을 때 내는 감탄사로, 긍정적인 감정이 드러남."
박원빈,빨리 간다? 더? 더 빨리?,,neutral,unclassified,"속도에 대한 질문으로, 특정 인물이나 감정을 드러내지 않음"
남희두,오 진짜 잘한다!,,positive,praise,칭찬
남희두,우와!,,positive,reaction,감탄사로 긍정적인 반응을 나타냄
남희두,"짱재했어! 와, 진짜 잘 써.",,positive,compliment,상대방의 글쓰기 실력에 대한 칭찬
박원빈,괜찮?,,neutral,question,상대방의 상태를 묻는 질문
남희두,너무 재밌었어!,,positive,general,"""재밌었어""라는 표현에서 긍정적인 감정이 드러남"
박원빈,여기서 빨라. 뭐야 이거!,,neutral,reaction,화면 속도에 대한 놀람을 표현하는 발언
성해은,뭐야! 나 왜 좋아해!,,positive,initiative,"""좋아해""라는 표현에 대한 긍정적 반응 및 관계에 대한 적극적인 관심 표현"
성해은,왜 설레?,정현규,positive,emotion_polarity,설렘을 표현하는 긍정적인 발화
남희두,카메라가 없어서 뭐야?,,neutral,question,카메라가 없는 상황에 대한 의문
성해은,괜찮아?,,neutral,question,상대방의 상태를 묻는 질문
남희두,너무 재밌어! 우우우우우!,,positive,general,재미를 느끼는 감정을 표현함
남희두,"오, 진짜 예쁘다. 괜찮죠? 와 완전 멋있어.",,positive,admiration,상대방의 외모에 대한 긍정적 감탄을 표현하는 발언
박원빈,근데 왜 잘 따요?,,neutral,unknown,상대방에게 이유를 묻는 질문
남희두,저는 이거 좋아한다니까요?,,positive,emotion_polarity,화자는 '좋아한다'라는 표현을 통해 긍정적인 감정을 드러내고 있습니다.
박원빈,제발! 제발 넘어질 것 같아.,,negative,emotion_polarity,넘어질 것 같다는 불안감을 표현하는 발화
남희두,복주!,,neutral,unclassified,남희두가 복주라는 단어를 사용함
남희두,아 재밌다 트레스 날리는 느낌이네 지금 너무 재밌다 이런 익사이딩한 거 너무 좋아 오 빨라 빨라!,,positive,general,남희두는 현재 상황에 대해 재미있고 신난다는 감정을 표현하며 긍정적인 반응을 보이고 있다.
남희두,내가 히더스 따라가 볼게요.,김태이,neutral,behavior,남희두가 히더스를 따라가겠다고 말함
박원빈,그래요?,,neutral,response,상대방의 질문이나 발언에 대한 단순한 동의 또는 확인 응답
남희두,아아아아아아악!,,negative,emotion_burst,고통이나 좌절감을 강하게 표현하는 감탄사
박원빈,여기서 멈춰. 여기서 조심. 돌대 조심해.,,neutral,instruction,장소의 위험 요소를 언급하며 안전을 당부하는 발언
박원빈,오!,,neutral,response,감탄사
남희두,와이스 쉐임! 못하는 것보다 완전 재밌지 않아요? 나 이런 거 스포츠 같이 즐기는 남자 너무 좋습니다.,,positive,호감표현,남희두는 와이스 쉐임 게임을 스포츠처럼 즐기는 남자가 좋다고 말하며 호감을 표현함.
박원빈,오!,,neutral,response,감탄사
남희두,왜 이렇게 좋다?,,positive,emotion_polarity,화자가 '좋다'라는 직접적인 긍정 표현을 사용함.
박원빈,아 근데 진짜 운동 많이 좋아한다.,박원빈,positive,self_description,운동을 좋아하는 자신의 성향을 드러냄
박원빈,너무 짜릿해 감사합니다.,,positive,general,"""짜릿하다""라는 표현과 ""감사합니다""라는 표현을 통해 긍정적인 감정을 드러냄."
남희두,오호호 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사고 났다니까요?,,neutral,event,사고가 났다는 사실을 언급하며 웃음
이지연,아니 왜 처음 턴을 하지?,,negative,불만,상대방의 행동에 대한 불만을 표현하는 발언
남희두,근데 진짜 짱 빠르시다. 어떻게 스케이터 줄을 타지?,김지수,neutral,observation,스케이터로서 김지수의 빠른 속도에 대한 감탄을 표현하는 발언.
박원빈,스케이트를 잘 타야죠.,,neutral,statement,스케이트를 잘 타야 한다는 일반적인 언급입니다.
남희두,이걸로 타는 거예요?,,neutral,question,탈것에 대한 질문
남희두,대박 진짜 짱 맛있다.,,positive,general,음식에 대한 긍정적 반응
박원빈,괜찮아?,,neutral,question,상대방의 상태를 묻는 질문
남희두,아 그럼요.,,neutral,response,"상대방의 말에 동의하는 긍정적인 반응이지만, 특정 인물이나 감정을 드러내지 않는 일반적인 대답이다."
박원빈,여기서 이렇게 밀고 나가면서 여기서 이렇게 했다가 빨리 나가.,,neutral,unclassified,상황에 대한 설명으로 감정이나 특정 인물에 대한 언급이 없어 분류하기 어렵습니다.
남희두,완전 멋있어. 완전 멋있어.,,positive,칭찬,상대방의 외모나 능력에 대한 감탄을 표현하는 발언
남희두,오 대박.,,positive,reaction,감탄을 표현하는 발화
남희두,와 짱!,,positive,reaction,감탄사. 긍정적인 반응을 나타냄.
성해은,제일 설레는데?,,positive,emotion_polarity,화자가 설렘을 표현함
정현규,데이터 중에 진짜 설레는데?,,positive,emotion_polarity,정현규가 데이터에 대해 설렘을 표현함
성해은,뭐지? 진짜 영화 같았어. 국가대표가 끌어주는..,,positive,general,상황에 대한 긍정적 감상 표현
정현규,근데 확실히 혜윤 씨도 그런 깨발랄한 걸 못 숨기네. 그쵸 그쵸. 그걸 못 숨기시네.,성해은,positive,observation,정현규가 성해은의 밝고 활발한 성격을 긍정적으로 언급하며 호감을 표현하고 있다.
성해은,통통 튄다 했었잖아요. 진짜 혜윤 씨 아까 막 우는 거 보다가 행복하신 거 보니까 너무 좋다.,김혜윤,positive,emotion_sharing,성해은이 김혜윤의 행복한 모습에 대해 긍정적인 감정을 표현하며 기쁨을 드러냄.
이지연,저희는 진짜 혜인 씨의 행복을 바랐어요. 진짜 너무 진짜 감사합니다. 희두 씨 너무 감사해요.,"성해은, 남희두",positive,gratitude,"이지연은 성해은의 행복을 바랐으며, 남희두에게 감사를 표하고 있다."
성해은,아까 너무 몰입이 돼가지고 감정에 자 이 중에서 ㅎㅎㅎ 아 역시 있어.,,neutral,general,"성해은이 이전 상황에 몰입했음을 언급하며, 특정 감정이 있음을 암시하는 발언."
남희두,ㅎㅎㅎ 당연히 왜 이렇게 살 빠졌어?,,positive,friendly_greeting,상대방의 외모 변화에 대한 긍정적 반응과 함께 친근하게 인사를 건네는 발화
박원빈,타이 많이 빠졌지 운동 열심히 해서 되게. 응?,,neutral,observation,박원빈이 상대방에게 운동을 열심히 해서 살이 많이 빠졌다고 언급함.
남희두,멋있어졌다.,,positive,칭찬,상대방의 외모에 대한 긍정적 평가를 표현함.
박원빈,시청해주셔서 감사합니다.,,positive,general,시청자에게 감사를 표하는 발언
남희두,왜 이렇게 어색하냐? 오랜만에 봐서 그런가?,,neutral,relationship,남희두가 상대방과의 어색함을 느끼며 오랜만에 만난 탓인지 질문하는 발언.
박원빈,어색하지 오랜만이다. 다른 사람 다른 사람 같아 나 달라진 거 없어?,,neutral,general,박원빈이 상대방에게 오랜만에 만난 어색함을 표현하며 달라진 점이 있는지 질문함.
박원빈,보여줬네.,,neutral,none,특별한 감정이나 대상이 드러나지 않는 평범한 발언입니다.
박원빈,뭐 더 있어야 돼?,,neutral,none,박원빈의 발언은 특정 대상이나 감정을 드러내지 않는 질문이다.
남희두,아니 많이 달라졌잖아 아니 뭐..,,neutral,observation,상대방의 변화를 감지하고 언급하는 발언
박원빈,머리도..,,neutral,uncategorized,"머리에 대한 짧은 언급으로, 감정이나 특정 대상에 대한 정보가 없어 분류하기 어렵습니다."
남희두,그거밖에 없나보네 감사합니다.,,neutral,response,상대방의 말에 대한 감사 표현
박원빈,아 이게 방송 아니었으면 다 원래 이렇게 했을 것 같아 모르겠다.,,neutral,opinion,방송 상황이 아니었다면 어떻게 했을지 모르겠다는 발언.
남희두,나는 사실 그때는 네가 좀 보고 싶기도 했고 아 연락하고 싶었어?,이나연,positive,initiative,남희두가 과거에 이나연에게 연락하고 싶었던 감정을 표현하며 대화를 주도하려는 발언.
박원빈,어 잘 지내는지?,,neutral,greeting,상대방의 안부를 묻는 발화
남희두,응. 경기 잘 했는지?,,neutral,inquiry,경기 결과에 대한 질문
박원빈,맨 처음 본 거는 듣고 있는데 강의실 문 열리면서 혼자 마지막으로 들어온 거예요. 회색 카디건에 하트 모양 들어간 바디건 있고 태블릿 PC랑 이런 걸 딱 이렇게 들고 딱 들어오는데 그 모습이 생생히 기억나기는 해요.,,positive,appearance_description,박원빈이 누군가를 처음 봤을 때의 모습을 회상하며 호감을 드러내고 있다.
박원빈,그게 첫 만남이었어.,,neutral,event,첫 만남에 대한 언급
