speaker,confidence,text,target,sentiment,category,summary
SPEAKER_3,,그런 거는 계속 기억에 남긴 하더라. 만나면서 너무.. 좋은 거를 많이 못 해주고 좋은 곳에 많이 못 데려가고 이런 거는 기억에 많이 남긴 하더라고. -규민,성해은,Negative,Regret,규민은 과거에 좋은 것을 많이 해주지 못한 것에 대한 후회를 표현합니다.
SPEAKER_3,,그래서 좋은 곳 가거나 하면 생각나긴 했어. -규민,성해은,Negative,Regret,규민은 좋은 곳 가거나 하면 생각나긴 했어.
SPEAKER_5,,"약간 학창 시절의 기억들이 살아가는데, 되게 많은 영향을 끼치는 것처럼, 나의 20대도 다 너였잖아. -해은",정규민,positive,memory,"학창 시절의 기억들이 살아가는데, 되게 많은 영향을 끼치는 것처럼, 나의 20대도 다 너였잖아."
SPEAKER_5,,너랑 헤어진 지 그래도 꽤나 지났는데도 계속 그냥 너가 -해은,성해은,negative,breakup,전 연인에 대한 그리움과 상처
SPEAKER_5,,"잊혀지지 않으니까, 그래서 너랑 나랑 진짜 시기만 타이밍만 너무하다 아쉽게 들렸던 것 같아서 이걸 기회로... 너는 그냥 그대로 있으면 돼, 그냥 지금처럼 막 나를 아예 눈빛, 눈길도 안 주고 피하기만 하고 아. 근데 혜은이 제외 아, 그냥 해은이 안 돼 이렇게만 안 했으면 좋겠어. -해은",성해은,Negative,Relationship,"The speaker expresses frustration and disappointment in the relationship, feeling neglected and unimportant."
SPEAKER_5,,"기회조차 주지 않으려고 하는데, 속상해 이렇게 생각해? -해은 알겠어. -규민",성해은,부정,속상해,"기회조차 주지 않으려고 하는데, 속상해 이렇게 생각해?"
SPEAKER_5,,집 가서 얘기 많이 할게 -규민 그게 요지가 아니잖아. -해은,정규민,Neutral,Conversation,규민과 해은이 대화를 나누고 있다. 규민은 해은에게 요지를 바꾸라고 말하고 있다.
SPEAKER_3,,나는 여기서 너가 그래도 아직 시간이 꽤 남았잖아. -해은,정규민,Positive,Emotion,"해은이 아직 시간이 남았다고 말하며, 상대방에게 여유를 주는 긍정적인 감정을 표현함"
SPEAKER_3,,이제 좀 더 편해졌으면 좋겠어. -규민,성해은,긍정적,편안함,규민이 편안함을 표현함
SPEAKER_3,,"너무 그렇게 계속 힘들지 말고, 앞으로 꽤 같이 더 있을 텐데, -규민",성해은,긍정,관계,규민이 성해은에게 위로와 격려를 주는 말
SPEAKER_5,,그냥 나는.. 마음은 어쩔 수가 없는 것 같아. -해은,성해은,negative,emotion,"해은은 마음은 어쩔 수 없다고 말하며, 감정적인 어려움을 표현합니다."
SPEAKER_3,,"그것도 너가 이렇게 계속 흔들어가면, 네가 나중에 후회할 것 같아. -규민",성해은,부정,관계,규민이 성해은에게 관계에 대한 불안감을 표현함
SPEAKER_5,,"나는 후회 안 해, 너무 후회안해. 진짜 그냥 난 내 마음이 가는 대로 할 거야. 가는 대로 표현할 거고, 자기 말 한마디에, 그냥 내가 너무 기대하거나 너무 슬퍼하거나 할 걸 알아서 자기 마음도 숨겨야 된다고 생각을 하는 것 같고, 일부러 더 숨기면서 얘기한 것 같아요. -해은",정규민,Negative,Regret,Regret and frustration over not expressing feelings openly
SPEAKER_5,,이런 시간이 또 언제 있을지 모르겠어서 시간이 멈췄으면 좋겠어요. -해은,성해은,긍정,감정 표현,시간이 멈췄으면 좋겠어요
SPEAKER_5,,ㅎㅎㅎㅎㅎ 핢말이 쌓였는데.    -해은,성해은,Positive,Emotion,"해은이 핢말이 쌓였다는 것을 언급하며, 가벼운 유머를 표현함"
SPEAKER_3,,얘기해서 재밌었어 그래도 -규민,정규민,긍정,재미,재미있는 대화
SPEAKER_5,,뭐가 나아진 게 있어? -해은,성해은,negative,feedback,해은이 개선된 점을 언급하지 않고 부정적인 피드백을 줌
SPEAKER_3,,웅 얘기하다 보니까 훨씬 나아졌지 어쨌든 집 에서 얘기 많이 할게 말도 걸고 할게. -규민,성해은,Positive,Conversation,"규민이 대화에 대한 긍정적인 감정을 표현하며, 집에서 더 많은 대화를 나누겠다는 의지를 보임"
SPEAKER_3,,나 갈게 나는. -규민,성해은,negative,goodbye,규민이 이별을 암시하는 말을 했다.
SPEAKER_5,,가야돼? -해은 가야지 -규민,정규민,긍정,관계 형성,"해은이 규민에게 가야지라고 말하며, 규민이 긍정적으로 반응함"
SPEAKER_5,,아 배고파 -해은 이따가 봐 -규민 나도 갈래. -해은,성해은,Neutral,Conversation,Speaker 5 expresses hunger and plans to meet later with Speaker 4. Speaker 5 also mentions joining Speaker 4.
SPEAKER_5,,진짜 시간 멈췄으면 좋겠다 라고 계속 말할 정도로 너무 소중한 시간이었고 이제서야 그나마 좀 신경 써주는 것 같아서 좋고 말 걸어줘서 좋았어요. 그 전에는 진짜 남보다도 못하게 대했었어서 말을 걸어주고 장난도 쳐주려고 해서 고마웠어요.-해은,정규민,긍정적,감정 표현,"해은은 소중한 시간을 보내고, 상대방이 말을 걸어주고 장난을 쳐줘서 고마웠다고 표현했습니다."
SPEAKER_5,,근데 분명히 규민이랑 있으면서 계속 상처받고 계속 선 긋는 기분이 보는 것도 아팠는데 상처를 받았더라도 그 시간 때문에 그날 하루가 너무 기분이 좋았어요 -해은 하루 종일 운다고 해서 생각보다 좀 더 힘들어 하는구나 라는 생각도 들기도 했고 마음이 아프기는 해요 해은이가 계속 그렇게 울고 그러는 게 근데 그것 때문에 마음이 막 엄청 힘들고 하지는 않아요. -규민,해은,positive,emotion,"규민이 해은에게 긍정적인 감정을 표현하며, 해은이 상처받았지만 그 시간 때문에 기분이 좋았다고 말합니다."
SPEAKER_8,,조금 더 내가 이 친구한테 살갑게 굴어도 되겠다 조금 더 좀 내가 너무 이렇게까지 거리를 두면 더 힘들어하겠구나 그런 생각을 그런 게 조금 미안하기도 하고 -규민,성해은,positive,emotion_polarity,규민이 미안함을 느끼고 상대방에게 더 살갑게 대하려고 함
